PROD_ID,QTY,PRICE,DISCOUNT,MEMBER,TXN_ID,START_TXN_TIME
5d267b,5,40,5,TRUE,47251d,2021-01-27T22:53:10.7808Z
2a2353,5,57,5,TRUE,47251d,2021-01-27T22:53:10.7808Z
f084eb,2,36,5,TRUE,47251d,2021-01-27T22:53:10.7808Z
e83aa3,4,32,15,FALSE,c75ea6,2021-03-03T04:17:19.8528Z
e31d39,5,10,15,FALSE,c75ea6,2021-03-03T04:17:19.8528Z
72f5d4,2,19,15,FALSE,c75ea6,2021-03-03T04:17:19.8528Z
9ec847,4,54,15,FALSE,c75ea6,2021-03-03T04:17:19.8528Z
5d267b,1,40,15,FALSE,c75ea6,2021-03-03T04:17:19.8528Z
f084eb,5,36,15,FALSE,c75ea6,2021-03-03T04:17:19.8528Z
b9a74d,4,17,15,FALSE,c75ea6,2021-03-03T04:17:19.8528Z
2feb6b,5,29,15,FALSE,c75ea6,2021-03-03T04:17:19.8528Z
c4a632,1,13,10,TRUE,84a0f1,2021-03-19T23:33:38.2752Z
e31d39,4,10,10,TRUE,84a0f1,2021-03-19T23:33:38.2752Z
9ec847,5,54,10,TRUE,84a0f1,2021-03-19T23:33:38.2752Z
b9a74d,2,17,10,TRUE,84a0f1,2021-03-19T23:33:38.2752Z
2feb6b,1,29,10,TRUE,84a0f1,2021-03-19T23:33:38.2752Z
c4a632,4,13,9,FALSE,786c60,2021-01-13T08:41:16.4544Z
e83aa3,1,32,9,FALSE,786c60,2021-01-13T08:41:16.4544Z
e31d39,4,10,9,FALSE,786c60,2021-01-13T08:41:16.4544Z
d5e9a6,4,23,9,FALSE,786c60,2021-01-13T08:41:16.4544Z
72f5d4,1,19,9,FALSE,786c60,2021-01-13T08:41:16.4544Z
9ec847,2,54,9,FALSE,786c60,2021-01-13T08:41:16.4544Z
c8d436,5,10,9,FALSE,786c60,2021-01-13T08:41:16.4544Z
2a2353,4,57,9,FALSE,786c60,2021-01-13T08:41:16.4544Z
f084eb,1,36,9,FALSE,786c60,2021-01-13T08:41:16.4544Z
b9a74d,2,17,9,FALSE,786c60,2021-01-13T08:41:16.4544Z
c4a632,1,13,13,TRUE,500bf9,2021-03-08T02:41:15.3312Z
d5e9a6,1,23,13,TRUE,500bf9,2021-03-08T02:41:15.3312Z
9ec847,4,54,13,TRUE,500bf9,2021-03-08T02:41:15.3312Z
b9a74d,4,17,13,TRUE,500bf9,2021-03-08T02:41:15.3312Z
e83aa3,4,32,24,TRUE,034601,2021-01-12T17:35:37.3344Z
e31d39,4,10,24,TRUE,034601,2021-01-12T17:35:37.3344Z
9ec847,5,54,24,TRUE,034601,2021-01-12T17:35:37.3344Z
f084eb,3,36,24,TRUE,034601,2021-01-12T17:35:37.3344Z
b9a74d,3,17,24,TRUE,034601,2021-01-12T17:35:37.3344Z
e83aa3,4,32,1,TRUE,a88a5e,2021-02-15T04:56:13.2576Z
5d267b,4,40,1,TRUE,a88a5e,2021-02-15T04:56:13.2576Z
d5e9a6,3,23,19,FALSE,9a9653,2021-02-08T09:12:50.0832Z
c8d436,1,10,19,FALSE,9a9653,2021-02-08T09:12:50.0832Z
f084eb,2,36,19,FALSE,9a9653,2021-02-08T09:12:50.0832Z
b9a74d,2,17,19,FALSE,9a9653,2021-02-08T09:12:50.0832Z
2feb6b,2,29,19,FALSE,9a9653,2021-02-08T09:12:50.0832Z
c4a632,5,13,14,FALSE,1edc69,2021-03-28T15:32:43.7856Z
e83aa3,5,32,14,FALSE,1edc69,2021-03-28T15:32:43.7856Z
72f5d4,3,19,14,FALSE,1edc69,2021-03-28T15:32:43.7856Z
9ec847,5,54,14,FALSE,1edc69,2021-03-28T15:32:43.7856Z
c8d436,3,10,14,FALSE,1edc69,2021-03-28T15:32:43.7856Z
b9a74d,4,17,14,FALSE,1edc69,2021-03-28T15:32:43.7856Z
e83aa3,1,32,18,FALSE,638a7d,2021-03-15T02:24:18.0576Z
e31d39,2,10,18,FALSE,638a7d,2021-03-15T02:24:18.0576Z
d5e9a6,4,23,18,FALSE,638a7d,2021-03-15T02:24:18.0576Z
72f5d4,3,19,18,FALSE,638a7d,2021-03-15T02:24:18.0576Z
9ec847,3,54,18,FALSE,638a7d,2021-03-15T02:24:18.0576Z
5d267b,2,40,18,FALSE,638a7d,2021-03-15T02:24:18.0576Z
c8d436,2,10,18,FALSE,638a7d,2021-03-15T02:24:18.0576Z
2a2353,3,57,18,FALSE,638a7d,2021-03-15T02:24:18.0576Z
b9a74d,3,17,18,FALSE,638a7d,2021-03-15T02:24:18.0576Z
c4a632,5,13,1,FALSE,4bdb49,2021-03-03T04:33:15.264Z
9ec847,2,54,1,FALSE,4bdb49,2021-03-03T04:33:15.264Z
5d267b,2,40,1,FALSE,4bdb49,2021-03-03T04:33:15.264Z
c8d436,1,10,1,FALSE,4bdb49,2021-03-03T04:33:15.264Z
f084eb,5,36,1,FALSE,4bdb49,2021-03-03T04:33:15.264Z
b9a74d,3,17,1,FALSE,4bdb49,2021-03-03T04:33:15.264Z
2feb6b,2,29,1,FALSE,4bdb49,2021-03-03T04:33:15.264Z
c4a632,2,13,13,TRUE,8f4908,2021-03-24T21:30:36.2592Z
e83aa3,4,32,13,TRUE,8f4908,2021-03-24T21:30:36.2592Z
d5e9a6,2,23,13,TRUE,8f4908,2021-03-24T21:30:36.2592Z
72f5d4,3,19,13,TRUE,8f4908,2021-03-24T21:30:36.2592Z
5d267b,4,40,13,TRUE,8f4908,2021-03-24T21:30:36.2592Z
f084eb,1,36,13,TRUE,8f4908,2021-03-24T21:30:36.2592Z
b9a74d,5,17,13,TRUE,8f4908,2021-03-24T21:30:36.2592Z
e31d39,2,10,20,TRUE,3132fb,2021-02-11T01:59:35.2608Z
d5e9a6,1,23,20,TRUE,3132fb,2021-02-11T01:59:35.2608Z
5d267b,4,40,20,TRUE,3132fb,2021-02-11T01:59:35.2608Z
2a2353,4,57,20,TRUE,3132fb,2021-02-11T01:59:35.2608Z
b9a74d,1,17,20,TRUE,3132fb,2021-02-11T01:59:35.2608Z
2feb6b,5,29,20,TRUE,3132fb,2021-02-11T01:59:35.2608Z
c4a632,5,13,12,TRUE,2cf0ed,2021-01-24T00:59:46.2912Z
e31d39,5,10,12,TRUE,2cf0ed,2021-01-24T00:59:46.2912Z
d5e9a6,4,23,12,TRUE,2cf0ed,2021-01-24T00:59:46.2912Z
2a2353,4,57,12,TRUE,2cf0ed,2021-01-24T00:59:46.2912Z
f084eb,2,36,12,TRUE,2cf0ed,2021-01-24T00:59:46.2912Z
2feb6b,5,29,12,TRUE,2cf0ed,2021-01-24T00:59:46.2912Z
e31d39,5,10,16,TRUE,9e0037,2021-01-09T17:25:31.2384Z
d5e9a6,1,23,16,TRUE,9e0037,2021-01-09T17:25:31.2384Z
72f5d4,1,19,16,TRUE,9e0037,2021-01-09T17:25:31.2384Z
f084eb,3,36,16,TRUE,9e0037,2021-01-09T17:25:31.2384Z
d5e9a6,5,23,7,TRUE,d1a249,2021-02-07T21:22:19.7184Z
72f5d4,4,19,7,TRUE,d1a249,2021-02-07T21:22:19.7184Z
9ec847,5,54,7,TRUE,d1a249,2021-02-07T21:22:19.7184Z
2a2353,3,57,7,TRUE,d1a249,2021-02-07T21:22:19.7184Z
2feb6b,3,29,7,TRUE,d1a249,2021-02-07T21:22:19.7184Z
c4a632,2,13,22,TRUE,f77cc2,2021-02-08T12:29:27.9168Z
e83aa3,5,32,22,TRUE,f77cc2,2021-02-08T12:29:27.9168Z
d5e9a6,3,23,22,TRUE,f77cc2,2021-02-08T12:29:27.9168Z
9ec847,3,54,22,TRUE,f77cc2,2021-02-08T12:29:27.9168Z
5d267b,3,40,22,TRUE,f77cc2,2021-02-08T12:29:27.9168Z
c8d436,5,10,22,TRUE,f77cc2,2021-02-08T12:29:27.9168Z
2a2353,5,57,22,TRUE,f77cc2,2021-02-08T12:29:27.9168Z
c4a632,2,13,9,TRUE,1928b1,2021-03-25T08:47:13.2864Z
e31d39,1,10,9,TRUE,1928b1,2021-03-25T08:47:13.2864Z
d5e9a6,1,23,9,TRUE,1928b1,2021-03-25T08:47:13.2864Z
9ec847,1,54,9,TRUE,1928b1,2021-03-25T08:47:13.2864Z
5d267b,3,40,9,TRUE,1928b1,2021-03-25T08:47:13.2864Z
2a2353,4,57,9,TRUE,1928b1,2021-03-25T08:47:13.2864Z
b9a74d,1,17,9,TRUE,1928b1,2021-03-25T08:47:13.2864Z
2feb6b,5,29,9,TRUE,1928b1,2021-03-25T08:47:13.2864Z
e83aa3,1,32,5,TRUE,c228e3,2021-02-03T00:35:29.9328Z
d5e9a6,3,23,5,TRUE,c228e3,2021-02-03T00:35:29.9328Z
72f5d4,3,19,5,TRUE,c228e3,2021-02-03T00:35:29.9328Z
2a2353,4,57,5,TRUE,c228e3,2021-02-03T00:35:29.9328Z
e31d39,2,10,23,TRUE,870d3b,2021-01-20T14:29:24.6912Z
9ec847,1,54,23,TRUE,870d3b,2021-01-20T14:29:24.6912Z
c8d436,4,10,23,TRUE,870d3b,2021-01-20T14:29:24.6912Z
2a2353,3,57,23,TRUE,870d3b,2021-01-20T14:29:24.6912Z
c4a632,3,13,22,TRUE,46f796,2021-03-13T02:30:37.1808Z
2a2353,2,57,22,TRUE,46f796,2021-03-13T02:30:37.1808Z
b9a74d,4,17,22,TRUE,46f796,2021-03-13T02:30:37.1808Z
d5e9a6,5,23,15,TRUE,24986f,2021-01-09T03:30:35.2224Z
72f5d4,3,19,15,TRUE,24986f,2021-01-09T03:30:35.2224Z
5d267b,3,40,15,TRUE,24986f,2021-01-09T03:30:35.2224Z
2a2353,4,57,15,TRUE,24986f,2021-01-09T03:30:35.2224Z
f084eb,1,36,15,TRUE,24986f,2021-01-09T03:30:35.2224Z
b9a74d,3,17,15,TRUE,24986f,2021-01-09T03:30:35.2224Z
e83aa3,4,32,2,TRUE,90e5ad,2021-02-28T23:10:03.7344Z
e31d39,4,10,2,TRUE,90e5ad,2021-02-28T23:10:03.7344Z
9ec847,3,54,2,TRUE,90e5ad,2021-02-28T23:10:03.7344Z
2a2353,2,57,2,TRUE,90e5ad,2021-02-28T23:10:03.7344Z
b9a74d,1,17,2,TRUE,90e5ad,2021-02-28T23:10:03.7344Z
c4a632,3,13,10,TRUE,31f568,2021-01-13T17:48:42.9696Z
e31d39,2,10,10,TRUE,31f568,2021-01-13T17:48:42.9696Z
72f5d4,4,19,10,TRUE,31f568,2021-01-13T17:48:42.9696Z
2feb6b,4,29,10,TRUE,31f568,2021-01-13T17:48:42.9696Z
e83aa3,1,32,15,TRUE,fb6b00,2021-02-23T17:17:16.6848Z
e31d39,4,10,15,TRUE,fb6b00,2021-02-23T17:17:16.6848Z
72f5d4,3,19,15,TRUE,fb6b00,2021-02-23T17:17:16.6848Z
9ec847,1,54,15,TRUE,fb6b00,2021-02-23T17:17:16.6848Z
5d267b,5,40,15,TRUE,fb6b00,2021-02-23T17:17:16.6848Z
2a2353,5,57,15,TRUE,fb6b00,2021-02-23T17:17:16.6848Z
f084eb,4,36,15,TRUE,fb6b00,2021-02-23T17:17:16.6848Z
2feb6b,5,29,15,TRUE,fb6b00,2021-02-23T17:17:16.6848Z
c4a632,2,13,18,TRUE,cf21fe,2021-02-18T08:32:03.408Z
5d267b,4,40,18,TRUE,cf21fe,2021-02-18T08:32:03.408Z
c8d436,4,10,18,TRUE,cf21fe,2021-02-18T08:32:03.408Z
2feb6b,2,29,18,TRUE,cf21fe,2021-02-18T08:32:03.408Z
e31d39,1,10,6,TRUE,a4586a,2021-01-29T18:42:09.6192Z
d5e9a6,3,23,6,TRUE,a4586a,2021-01-29T18:42:09.6192Z
c8d436,2,10,6,TRUE,a4586a,2021-01-29T18:42:09.6192Z
2a2353,5,57,6,TRUE,a4586a,2021-01-29T18:42:09.6192Z
f084eb,3,36,6,TRUE,a4586a,2021-01-29T18:42:09.6192Z
b9a74d,1,17,6,TRUE,a4586a,2021-01-29T18:42:09.6192Z
2feb6b,2,29,6,TRUE,a4586a,2021-01-29T18:42:09.6192Z
c4a632,4,13,16,FALSE,dfec5f,2021-01-18T07:30:42.0768Z
e83aa3,4,32,16,FALSE,dfec5f,2021-01-18T07:30:42.0768Z
e31d39,4,10,16,FALSE,dfec5f,2021-01-18T07:30:42.0768Z
72f5d4,4,19,16,FALSE,dfec5f,2021-01-18T07:30:42.0768Z
9ec847,3,54,16,FALSE,dfec5f,2021-01-18T07:30:42.0768Z
5d267b,1,40,16,FALSE,dfec5f,2021-01-18T07:30:42.0768Z
c8d436,2,10,16,FALSE,dfec5f,2021-01-18T07:30:42.0768Z
2a2353,4,57,16,FALSE,dfec5f,2021-01-18T07:30:42.0768Z
f084eb,5,36,16,FALSE,dfec5f,2021-01-18T07:30:42.0768Z
b9a74d,1,17,16,FALSE,dfec5f,2021-01-18T07:30:42.0768Z
c4a632,1,13,18,TRUE,7c7e2d,2021-02-01T22:00:00.72Z
e83aa3,1,32,18,TRUE,7c7e2d,2021-02-01T22:00:00.72Z
e31d39,5,10,18,TRUE,7c7e2d,2021-02-01T22:00:00.72Z
72f5d4,5,19,18,TRUE,7c7e2d,2021-02-01T22:00:00.72Z
9ec847,1,54,18,TRUE,7c7e2d,2021-02-01T22:00:00.72Z
c8d436,1,10,18,TRUE,7c7e2d,2021-02-01T22:00:00.72Z
2a2353,5,57,18,TRUE,7c7e2d,2021-02-01T22:00:00.72Z
f084eb,2,36,18,TRUE,7c7e2d,2021-02-01T22:00:00.72Z
b9a74d,5,17,18,TRUE,7c7e2d,2021-02-01T22:00:00.72Z
e83aa3,3,32,0,TRUE,b7106e,2021-01-22T11:50:11.9616Z
9ec847,2,54,0,TRUE,b7106e,2021-01-22T11:50:11.9616Z
c8d436,1,10,0,TRUE,b7106e,2021-01-22T11:50:11.9616Z
2a2353,3,57,0,TRUE,b7106e,2021-01-22T11:50:11.9616Z
b9a74d,4,17,0,TRUE,b7106e,2021-01-22T11:50:11.9616Z
9ec847,3,54,6,TRUE,9ae921,2021-03-22T03:08:08.9376Z
5d267b,2,40,6,TRUE,9ae921,2021-03-22T03:08:08.9376Z
2a2353,2,57,6,TRUE,9ae921,2021-03-22T03:08:08.9376Z
f084eb,2,36,6,TRUE,9ae921,2021-03-22T03:08:08.9376Z
b9a74d,4,17,6,TRUE,9ae921,2021-03-22T03:08:08.9376Z
e83aa3,4,32,1,TRUE,023ace,2021-02-15T01:51:16.2144Z
d5e9a6,5,23,1,TRUE,023ace,2021-02-15T01:51:16.2144Z
9ec847,2,54,1,TRUE,023ace,2021-02-15T01:51:16.2144Z
c8d436,3,10,1,TRUE,023ace,2021-02-15T01:51:16.2144Z
b9a74d,2,17,1,TRUE,023ace,2021-02-15T01:51:16.2144Z
d5e9a6,4,23,22,TRUE,d7b455,2021-01-29T13:20:29.6736Z
72f5d4,4,19,22,TRUE,d7b455,2021-01-29T13:20:29.6736Z
5d267b,5,40,22,TRUE,d7b455,2021-01-29T13:20:29.6736Z
2a2353,3,57,22,TRUE,d7b455,2021-01-29T13:20:29.6736Z
f084eb,5,36,22,TRUE,d7b455,2021-01-29T13:20:29.6736Z
c4a632,2,13,4,FALSE,f16705,2021-02-24T01:06:25.7184Z
e31d39,4,10,4,FALSE,f16705,2021-02-24T01:06:25.7184Z
d5e9a6,1,23,4,FALSE,f16705,2021-02-24T01:06:25.7184Z
72f5d4,3,19,4,FALSE,f16705,2021-02-24T01:06:25.7184Z
9ec847,2,54,4,FALSE,f16705,2021-02-24T01:06:25.7184Z
b9a74d,3,17,4,FALSE,f16705,2021-02-24T01:06:25.7184Z
2feb6b,1,29,4,FALSE,f16705,2021-02-24T01:06:25.7184Z
e83aa3,5,32,18,FALSE,8d2c78,2021-03-02T01:26:50.6112Z
e31d39,1,10,18,FALSE,8d2c78,2021-03-02T01:26:50.6112Z
72f5d4,2,19,18,FALSE,8d2c78,2021-03-02T01:26:50.6112Z
f084eb,1,36,18,FALSE,8d2c78,2021-03-02T01:26:50.6112Z
d5e9a6,3,23,16,TRUE,28d244,2021-02-20T06:45:03.7152Z
9ec847,2,54,16,TRUE,28d244,2021-02-20T06:45:03.7152Z
5d267b,1,40,16,TRUE,28d244,2021-02-20T06:45:03.7152Z
c8d436,4,10,16,TRUE,28d244,2021-02-20T06:45:03.7152Z
2a2353,4,57,16,TRUE,28d244,2021-02-20T06:45:03.7152Z
f084eb,3,36,16,TRUE,28d244,2021-02-20T06:45:03.7152Z
c4a632,4,13,22,FALSE,d499f9,2021-02-13T19:04:20.8704Z
d5e9a6,4,23,22,FALSE,d499f9,2021-02-13T19:04:20.8704Z
9ec847,3,54,22,FALSE,d499f9,2021-02-13T19:04:20.8704Z
5d267b,1,40,22,FALSE,d499f9,2021-02-13T19:04:20.8704Z
c8d436,1,10,22,FALSE,d499f9,2021-02-13T19:04:20.8704Z
2a2353,4,57,22,FALSE,d499f9,2021-02-13T19:04:20.8704Z
f084eb,5,36,22,FALSE,d499f9,2021-02-13T19:04:20.8704Z
b9a74d,2,17,22,FALSE,d499f9,2021-02-13T19:04:20.8704Z
c4a632,2,13,22,TRUE,3fcd70,2021-02-15T07:06:06.2784Z
72f5d4,4,19,22,TRUE,3fcd70,2021-02-15T07:06:06.2784Z
9ec847,5,54,22,TRUE,3fcd70,2021-02-15T07:06:06.2784Z
f084eb,4,36,22,TRUE,3fcd70,2021-02-15T07:06:06.2784Z
b9a74d,1,17,22,TRUE,3fcd70,2021-02-15T07:06:06.2784Z
2feb6b,2,29,22,TRUE,3fcd70,2021-02-15T07:06:06.2784Z
e31d39,4,10,23,TRUE,4f6a83,2021-02-07T16:17:00.672Z
d5e9a6,2,23,23,TRUE,4f6a83,2021-02-07T16:17:00.672Z
9ec847,5,54,23,TRUE,4f6a83,2021-02-07T16:17:00.672Z
c8d436,1,10,23,TRUE,4f6a83,2021-02-07T16:17:00.672Z
2feb6b,5,29,23,TRUE,4f6a83,2021-02-07T16:17:00.672Z
c4a632,1,13,19,FALSE,572c3a,2021-01-09T23:57:29.9232Z
e83aa3,3,32,19,FALSE,572c3a,2021-01-09T23:57:29.9232Z
e31d39,4,10,19,FALSE,572c3a,2021-01-09T23:57:29.9232Z
d5e9a6,5,23,19,FALSE,572c3a,2021-01-09T23:57:29.9232Z
9ec847,5,54,19,FALSE,572c3a,2021-01-09T23:57:29.9232Z
5d267b,3,40,19,FALSE,572c3a,2021-01-09T23:57:29.9232Z
c8d436,1,10,19,FALSE,572c3a,2021-01-09T23:57:29.9232Z
2a2353,3,57,19,FALSE,572c3a,2021-01-09T23:57:29.9232Z
f084eb,1,36,19,FALSE,572c3a,2021-01-09T23:57:29.9232Z
2feb6b,1,29,19,FALSE,572c3a,2021-01-09T23:57:29.9232Z
c4a632,2,13,12,FALSE,04970c,2021-01-28T10:03:47.3472Z
e31d39,2,10,12,FALSE,04970c,2021-01-28T10:03:47.3472Z
72f5d4,3,19,12,FALSE,04970c,2021-01-28T10:03:47.3472Z
9ec847,4,54,12,FALSE,04970c,2021-01-28T10:03:47.3472Z
c8d436,5,10,12,FALSE,04970c,2021-01-28T10:03:47.3472Z
c4a632,3,13,16,TRUE,8d1375,2021-03-15T19:41:11.328Z
e83aa3,3,32,16,TRUE,8d1375,2021-03-15T19:41:11.328Z
72f5d4,4,19,16,TRUE,8d1375,2021-03-15T19:41:11.328Z
5d267b,2,40,16,TRUE,8d1375,2021-03-15T19:41:11.328Z
c8d436,2,10,16,TRUE,8d1375,2021-03-15T19:41:11.328Z
2a2353,5,57,16,TRUE,8d1375,2021-03-15T19:41:11.328Z
f084eb,5,36,16,TRUE,8d1375,2021-03-15T19:41:11.328Z
2feb6b,2,29,16,TRUE,8d1375,2021-03-15T19:41:11.328Z
c4a632,4,13,0,FALSE,95ef47,2021-01-20T18:38:24.72Z
e31d39,3,10,0,FALSE,95ef47,2021-01-20T18:38:24.72Z
d5e9a6,5,23,0,FALSE,95ef47,2021-01-20T18:38:24.72Z
72f5d4,1,19,0,FALSE,95ef47,2021-01-20T18:38:24.72Z
9ec847,3,54,0,FALSE,95ef47,2021-01-20T18:38:24.72Z
5d267b,1,40,0,FALSE,95ef47,2021-01-20T18:38:24.72Z
c8d436,3,10,0,FALSE,95ef47,2021-01-20T18:38:24.72Z
2a2353,4,57,0,FALSE,95ef47,2021-01-20T18:38:24.72Z
b9a74d,1,17,0,FALSE,95ef47,2021-01-20T18:38:24.72Z
c4a632,2,13,19,TRUE,9a36b3,2021-01-24T23:26:15.4752Z
e83aa3,3,32,19,TRUE,9a36b3,2021-01-24T23:26:15.4752Z
e31d39,1,10,19,TRUE,9a36b3,2021-01-24T23:26:15.4752Z
72f5d4,1,19,19,TRUE,9a36b3,2021-01-24T23:26:15.4752Z
9ec847,3,54,19,TRUE,9a36b3,2021-01-24T23:26:15.4752Z
5d267b,5,40,19,TRUE,9a36b3,2021-01-24T23:26:15.4752Z
c8d436,4,10,19,TRUE,9a36b3,2021-01-24T23:26:15.4752Z
f084eb,1,36,19,TRUE,9a36b3,2021-01-24T23:26:15.4752Z
b9a74d,4,17,19,TRUE,9a36b3,2021-01-24T23:26:15.4752Z
2feb6b,5,29,19,TRUE,9a36b3,2021-01-24T23:26:15.4752Z
72f5d4,2,19,6,TRUE,7db661,2021-01-18T04:02:51.2736Z
5d267b,5,40,6,TRUE,7db661,2021-01-18T04:02:51.2736Z
c8d436,4,10,6,TRUE,7db661,2021-01-18T04:02:51.2736Z
b9a74d,2,17,6,TRUE,7db661,2021-01-18T04:02:51.2736Z
c4a632,3,13,17,TRUE,3424ed,2021-01-20T23:52:40.656Z
e83aa3,1,32,17,TRUE,3424ed,2021-01-20T23:52:40.656Z
e31d39,4,10,17,TRUE,3424ed,2021-01-20T23:52:40.656Z
9ec847,3,54,17,TRUE,3424ed,2021-01-20T23:52:40.656Z
5d267b,2,40,17,TRUE,3424ed,2021-01-20T23:52:40.656Z
b9a74d,4,17,17,TRUE,3424ed,2021-01-20T23:52:40.656Z
e83aa3,1,32,13,TRUE,16463d,2021-01-20T07:26:39.3792Z
72f5d4,5,19,13,TRUE,16463d,2021-01-20T07:26:39.3792Z
9ec847,5,54,13,TRUE,16463d,2021-01-20T07:26:39.3792Z
5d267b,1,40,13,TRUE,16463d,2021-01-20T07:26:39.3792Z
2a2353,4,57,13,TRUE,16463d,2021-01-20T07:26:39.3792Z
b9a74d,3,17,13,TRUE,16463d,2021-01-20T07:26:39.3792Z
d5e9a6,1,23,21,TRUE,27be37,2021-01-20T00:46:56.3808Z
9ec847,5,54,21,TRUE,27be37,2021-01-20T00:46:56.3808Z
c8d436,2,10,21,TRUE,27be37,2021-01-20T00:46:56.3808Z
2a2353,2,57,21,TRUE,27be37,2021-01-20T00:46:56.3808Z
2feb6b,1,29,21,TRUE,27be37,2021-01-20T00:46:56.3808Z
c4a632,3,13,2,TRUE,354cfd,2021-03-21T09:17:41.5968Z
e31d39,5,10,2,TRUE,354cfd,2021-03-21T09:17:41.5968Z
9ec847,5,54,2,TRUE,354cfd,2021-03-21T09:17:41.5968Z
c8d436,5,10,2,TRUE,354cfd,2021-03-21T09:17:41.5968Z
